,id,type,volume,source
2017-07-01,1518038363,M,5,P
2017-07-01,1568438976,M,2,P
2017-07-01,1609867472,M,2,P
2017-07-01,1386641082,M,4,P
2017-07-01,1396784807,C,14,P
2017-07-01,1609892256,M,3,P
2017-07-01,1528084852,C,6,P
2017-07-01,1528262649,M,1,P
2017-07-01,1538328844,M,2,P
2017-07-01,1467429720,C,1,P
2017-07-01,1740237692,C,1,P
2017-07-01,59927,C,1,L
2017-07-01,1669495602,M,2,P
2017-07-01,1467430769,M,2,P
2017-07-01,1437140068,C,1,P
2017-07-01,1710968219,C,2,P
2017-07-01,124897,C,6,L
2017-07-01,1700991460,C,1,P
2017-07-01,1578549168,M,2,P
2017-07-01,1316927700,M,4,P
2017-07-01,1578582227,M,2,P
2017-07-01,1730169061,C,12,P
2017-07-01,1669512273,M,4,P
2017-07-01,1316920259,M,1,P
2017-07-01,1750372900,C,1,P
2017-07-01,1437161221,C,1,P
2017-07-01,1407979032,M,1,P
2017-07-01,1275585424,C,6,P
2017-07-01,1497956072,C,2,P
2017-07-01,1386635548,M,3,P
2017-07-01,1366640583,C,1,P
2017-07-01,1316924806,M,2,P
2017-07-01,1467435222,M,1,P
2017-07-01,1316924806,C,5,P
2017-07-01,1518055573,M,1,P
2017-07-01,1669572608,M,3,P
2017-07-01,1578550679,M,1,P
2017-07-01,1518115526,M,11,P
2017-07-01,1518160241,M,4,P
2017-07-01,62985,C,4,L
2017-07-01,1376850461,M,2,P
2017-07-01,1437117157,C,5,P
2017-07-01,1457316341,M,2,P
2017-07-01,1750392908,C,3,P
2017-07-01,1356490734,C,9,P
2017-07-01,1528054228,M,3,P
2017-07-01,1932299054,M,1,P
2017-07-01,1659422608,M,1,P
2017-07-01,1376578377,M,3,P
2017-07-01,1588609549,M,1,P
2017-07-01,1427074210,C,7,P
2017-07-01,1417913146,M,3,P
2017-07-01,1568542314,M,1,P
2017-07-01,1497749493,C,2,P
2017-07-01,1619969953,M,2,P
2017-07-01,1528084852,M,5,P
2017-07-01,1417918079,M,1,P
2017-07-01,1336135102,M,6,P
2017-07-01,1528294998,M,1,P
2017-07-01,1710071048,C,1,P
2017-07-01,1548367204,M,1,P
2017-07-01,1336130046,M,2,P
2017-07-01,1659476430,M,4,P
2017-07-01,1740449487,C,4,P
2017-07-01,1528033065,M,3,P
2017-07-01,1730151580,C,1,P
2017-07-01,1417908138,M,2,P
2017-07-01,125277,C,2,L
2017-07-01,1376581330,M,4,P
2017-07-01,1336132943,M,1,P
2017-07-01,1265510416,C,1,P
2017-07-01,1457316978,M,7,P
2017-07-01,1619954286,M,1,P
2017-07-01,1336116425,C,1,P
2017-07-01,1558453977,C,1,P
2017-07-01,1932170537,M,1,P
2017-07-01,1710940275,C,5,P
2017-07-01,1558368605,M,1,P
2017-07-01,1568481224,M,1,P
2017-07-01,1538125992,C,2,P
2017-07-01,1932355013,M,3,P
2017-07-01,1356339246,C,1,P
2017-07-01,1447270574,M,5,P
2017-07-01,1568484053,M,1,P
2017-07-01,1417923095,M,2,P
2017-07-01,1336135102,C,5,P
2017-07-01,1629053384,M,1,P
2017-07-01,1730140922,C,1,P
2017-07-01,1336253186,M,1,P
2017-07-01,1760448013,C,2,P
2017-07-01,1407060015,C,1,P
2017-07-01,1659352383,M,1,P
2017-07-01,1558365031,M,2,P
2017-07-01,1558366674,C,2,P
2017-07-01,1568454080,M,2,P
2017-07-01,1720267446,C,1,P
2017-07-01,1336239912,M,6,P
2017-07-01,1528105616,M,1,P
2017-07-01,1336241751,M,3,P
2017-07-01,1528090248,M,6,P
2017-07-01,56247,C,3,L
2017-07-01,1720248081,C,2,P
2017-07-01,1568694321,M,1,P
2017-07-01,1376552745,M,2,P
2017-07-01,1477512234,C,6,P
2017-07-01,1659387132,M,6,P
2017-07-01,1417918244,M,4,P
2017-07-01,1558367110,C,1,P
2017-07-01,1336120336,C,2,P
2017-07-01,1659374593,M,5,P
2017-07-01,1457305229,M,6,P
2017-07-01,1578876843,M,1,P
2017-07-01,1427053461,C,9,P
2017-07-01,1528295607,M,1,P
2017-07-01,1376537621,M,2,P
2017-07-01,1467733113,C,6,P
2017-07-01,1528029147,M,4,P
2017-07-01,1619945649,M,1,P
2017-07-01,1376709543,M,4,P
2017-07-01,1366514754,C,3,P
2017-07-01,1457573974,M,2,P
2017-07-01,1659588911,M,3,P
2017-07-01,1619170222,M,1,P
2017-07-01,56214,C,1,L
2017-07-01,1528124898,C,1,P
2017-07-01,1710029798,C,5,P
2017-07-01,1275703076,C,1,P
2017-07-01,1619903218,M,4,P
2017-07-01,1518955913,M,3,P
2017-07-01,1568621407,M,3,P
2017-07-01,1457453599,M,1,P
2017-07-01,1619904034,M,1,P
2017-07-01,1366437980,C,2,P
2017-07-01,1497796262,C,1,P
2017-07-01,1326278987,M,5,P
2017-07-01,1326266503,M,6,P
2017-07-01,1619154895,M,2,P
2017-07-01,1619130135,M,45,P
2017-07-01,1568453298,M,1,P
2017-07-01,1417144395,M,1,P
2017-07-01,1326260837,M,2,P
2017-07-01,1578556098,M,1,P
2017-07-01,1396907515,C,1,P
2017-07-01,1326260837,C,5,P
2017-07-01,1932411154,M,1,P
2017-07-01,1467623082,C,14,P
2017-07-01,59909,C,17,L
2017-07-01,1417153933,M,7,P
2017-07-01,1376779413,M,1,P
2017-07-01,1528294436,M,1,P
2017-07-01,1588612519,M,1,P
2017-07-01,1518949080,M,1,P
2017-07-01,1568673630,M,4,P
2017-07-01,1518974948,M,4,P
2017-07-01,1376638668,M,2,P
2017-07-01,1457390353,M,4,P
2017-07-01,1336115542,M,1,P
2017-07-01,1619938941,M,2,P
2017-07-01,1528001542,M,3,P
2017-07-01,1568621332,M,1,P
2017-07-01,1457334914,M,1,P
2017-07-01,1326278987,C,6,P
2017-07-01,1376599340,M,4,P
2017-07-01,1417167768,M,3,P
2017-07-01,1417199670,M,1,P
2017-07-01,1528269917,C,8,P
2017-07-01,1497788897,C,2,P
2017-07-01,1457326936,M,2,P
2017-07-01,1659483550,M,1,P
2017-07-01,1336120336,M,2,P
2017-07-01,63053,C,6,L
2017-07-01,1710942511,C,1,P
2017-07-01,1457341760,M,4,P
2017-07-01,1619930195,M,4,P
2017-07-01,1760455612,C,1,P
2017-07-01,1275580722,C,4,P
2017-07-01,57808,C,2,L
2017-07-01,1568433951,C,5,P
2017-07-01,1457357758,M,2,P
2017-07-01,1538268438,M,1,P
2017-07-01,1932153822,M,1,P
2017-07-01,1437101755,C,2,P
2017-07-01,1518035369,M,1,P
2017-07-01,1326338070,M,1,P
2017-07-01,1467689505,C,2,P
2017-07-01,1740251933,C,4,P
2017-07-01,1578557864,M,2,P
2017-07-01,1396959995,C,4,P
2017-07-01,1558380295,M,2,P
2017-07-01,1518993732,M,3,P
2017-07-01,1659534170,M,7,P
2017-07-01,1659535086,M,2,P
2017-07-01,1437152436,M,1,P
2017-07-01,58412,M,46,L
2017-07-01,1295771525,M,10,P
2017-07-01,1891775920,M,1,P
2017-07-01,1568460640,C,1,P
2017-07-01,1568441368,C,1,P
2017-07-01,1770733073,M,2,P
2017-07-01,1568432615,C,3,P
2017-07-01,1568414621,C,1,P
2017-07-01,1033170998,C,1,P
2017-07-01,1770746257,M,1,P
2017-07-01,1568410801,C,3,P
2017-07-01,1568478071,C,1,P
2017-07-01,1205802907,C,1,P
2017-07-01,1558563213,C,1,P
2017-07-01,1770758617,M,1,P
2017-07-01,1558517987,C,1,P
2017-07-01,57278,C,28,L
2017-07-01,1558495960,C,1,P
2017-07-01,1558494690,C,2,P
2017-07-01,1558481291,C,2,P
2017-07-01,1033184338,C,2,P
2017-07-01,1932331212,C,3,P
2017-07-01,1558637082,C,2,P
2017-07-01,1568493872,C,1,P
2017-07-01,1770700718,M,3,P
2017-07-01,1568556314,C,1,P
2017-07-01,1588612519,C,1,P
2017-07-01,1205811940,C,2,P
2017-07-01,57320,C,1,L
2017-07-01,1578759387,C,1,P
2017-07-01,1932175452,C,1,P
2017-07-01,1578727756,C,2,P
2017-07-01,1770583197,M,1,P
2017-07-01,1578718094,C,3,P
2017-07-01,1033106752,C,2,P
2017-07-01,1770584492,M,1,P
2017-07-01,1578667127,C,2,P
2017-07-01,1033107156,C,2,P
2017-07-01,1578556098,C,1,P
2017-07-01,1770635229,M,1,P
2017-07-01,1033123195,C,1,P
2017-07-01,1205806551,C,1,P
2017-07-01,1568694321,C,1,P
2017-07-01,1033137518,C,1,P
2017-07-01,57298,C,3,L
2017-07-01,1568673952,C,1,P
2017-07-01,1932302494,C,2,P
2017-07-01,1558462424,C,1,P
2017-07-01,1558460626,C,1,P
2017-07-01,1033184692,C,1,P
2017-07-01,1558455279,C,1,P
2017-07-01,1780651554,M,1,P
2017-07-01,1548224447,C,1,P
2017-07-01,1942243597,C,1,P
2017-07-01,1891749495,M,1,P
2017-07-01,1538455720,C,1,P
2017-07-01,1043223936,C,1,P
2017-07-01,116517,C,7,L
2017-07-01,1538391883,C,8,P
2017-07-01,1538353958,C,2,P
2017-07-01,1043228836,C,2,P
2017-07-01,1538329578,C,2,P
2017-07-01,1942252408,C,3,P
2017-07-01,1780656967,M,1,P
2017-07-01,1538281928,C,1,P
2017-07-01,1780663344,M,2,P
2017-07-01,1538196092,C,1,P
2017-07-01,1043272305,C,1,P
2017-07-01,1942265491,C,3,P
2017-07-01,1780670166,M,1,P
2017-07-01,1043273600,C,8,P
2017-07-01,1538167424,C,3,P
2017-07-01,1548265390,C,3,P
2017-07-01,1932172731,C,2,P
2017-07-01,1043205313,C,6,P
2017-07-01,1780637579,M,1,P
2017-07-01,1932339876,C,2,P
2017-07-01,1770767261,M,1,P
2017-07-01,1558359851,C,2,P
2017-07-01,1033189584,C,1,P
2017-07-01,1558355156,C,3,P
2017-07-01,1558353649,C,1,P
2017-07-01,1558351759,C,1,P
2017-07-01,1558338475,C,1,P
2017-07-01,1770800732,M,2,P
2017-07-01,1558326975,C,3,P
2017-07-01,1548553951,C,2,P
2017-07-01,1932359783,C,4,P
2017-07-01,1033299144,C,1,P
2017-07-01,1033374046,C,2,P
2017-07-01,1548434228,C,1,P
2017-07-01,1548400161,C,1,P
2017-07-01,1548383144,C,1,P
2017-07-01,1548317340,C,2,P
2017-07-01,1932647096,C,1,P
2017-07-01,1548296403,C,1,P
2017-07-01,1548295306,C,1,P
2017-07-01,1548271406,C,1,P
2017-07-01,1932161155,C,1,P
2017-07-01,1770561748,M,1,P
2017-07-01,1588638324,C,1,P
2017-07-01,1013984152,C,3,P
2017-07-01,1619186368,C,4,P
2017-07-01,1619170222,C,1,P
2017-07-01,1013989037,C,2,P
2017-07-01,1922262765,C,2,P
2017-07-01,1619140902,C,3,P
2017-07-01,1013995646,C,1,P
2017-07-01,1619107091,C,1,P
2017-07-01,1619046604,C,2,P
2017-07-01,1760777361,M,2,P
2017-07-01,1619031838,C,5,P
2017-07-01,1609976612,C,3,P
2017-07-01,57881,C,3,L
2017-07-01,1023002375,C,2,P
2017-07-01,1922280692,C,1,P
2017-07-01,1609950575,C,2,P
2017-07-01,1023005220,C,2,P
2017-07-01,1609927862,C,1,P
2017-07-01,1023018728,C,3,P
2017-07-01,1609827989,C,4,P
2017-07-01,1609817675,C,4,P
2017-07-01,1619922648,C,1,P
2017-07-01,1760786388,M,2,P
2017-07-01,1205832375,C,1,P
2017-07-01,1619943313,C,1,P
2017-07-01,1629207782,C,4,P
2017-07-01,1629143169,C,1,P
2017-07-01,1013904358,C,22,P
2017-07-01,1629094438,C,1,P
2017-07-01,1629087085,C,1,P
2017-07-01,1922145291,C,1,P
2017-07-01,1629075007,C,2,P
2017-07-01,1629073473,C,2,P
2017-07-01,1629067533,C,2,P
2017-07-01,1013931526,C,1,P
2017-07-01,1922234616,C,5,P
2017-07-01,1629067269,C,1,P
2017-07-01,1629061452,C,2,P
2017-07-01,1629047147,C,2,P
2017-07-01,1760640536,M,1,P
2017-07-01,1891803979,M,7,P
2017-07-01,58212,C,4,L
2017-07-01,1013952878,C,1,P
2017-07-01,1619957560,C,1,P
2017-07-01,1619954351,C,1,P
2017-07-01,1922235019,C,1,P
2017-07-01,1013969765,C,5,P
2017-07-01,1538165113,C,1,P
2017-07-01,1023075660,C,2,P
2017-07-01,1609809136,C,1,P
2017-07-01,1598821589,C,2,P
2017-07-01,1932149036,C,1,P
2017-07-01,1598782492,C,1,P
2017-07-01,1598759847,C,5,P
2017-07-01,1770550998,M,1,P
2017-07-01,1598728727,C,1,P
2017-07-01,1598724494,C,2,P
2017-07-01,1598702284,C,3,P
2017-07-01,1598082299,C,1,P
2017-07-01,57639,C,1,L
2017-07-01,1023246212,C,3,P
2017-07-01,1588906457,C,4,P
2017-07-01,62474,C,3,L
2017-07-01,1023276490,C,1,P
2017-07-01,1588827778,C,1,P
2017-07-01,1588817662,C,1,P
2017-07-01,1770559502,M,2,P
2017-07-01,1588776264,C,1,P
2017-07-01,1588754113,C,6,P
2017-07-01,1588648786,C,1,P
2017-07-01,1023336872,C,4,P
2017-07-01,1598828527,C,1,P
2017-07-01,1609817246,C,2,P
2017-07-01,1770547358,M,2,P
2017-07-01,1598874042,C,1,P
2017-07-01,1609808856,C,3,P
2017-07-01,1023078243,C,3,P
2017-07-01,1932122876,C,1,P
2017-07-01,1609074038,C,1,P
2017-07-01,1760793368,M,2,P
2017-07-01,1023082088,C,1,P
2017-07-01,1609071042,C,2,P
2017-07-01,1932123205,C,2,P
2017-07-01,1023085214,C,2,P
2017-07-01,1598975708,C,2,P
2017-07-01,1760808109,M,1,P
2017-07-01,1023093432,C,3,P
2017-07-01,1598972861,C,1,P
2017-07-01,1598966509,C,2,P
2017-07-01,1891799391,M,2,P
2017-07-01,1598956831,C,1,P
2017-07-01,1932124039,C,2,P
2017-07-01,1598911448,C,1,P
2017-07-01,1770504698,M,1,P
2017-07-01,1023147014,C,2,P
2017-07-01,1932140159,C,3,P
2017-07-01,1598871410,C,1,P
2017-07-01,1043297054,C,3,P
2017-07-01,1942272703,C,2,P
2017-07-01,1538164512,C,1,P
2017-07-01,1477558880,C,1,P
2017-07-01,1790079218,M,4,P
2017-07-01,1477519940,C,1,P
2017-07-01,1063409126,C,1,P
2017-07-01,1790730174,M,1,P
2017-07-01,1790733228,M,1,P
2017-07-01,1063431849,C,4,P
2017-07-01,1467667360,C,7,P
2017-07-01,1467617902,C,1,P
2017-07-01,1467574186,C,1,P
2017-07-01,1467569772,C,1,P
2017-07-01,1790739688,M,2,P
2017-07-01,1063436731,C,3,P
2017-07-01,1467569459,C,2,P
2017-07-01,1790761484,M,2,P
2017-07-01,1467459263,C,4,P
2017-07-01,1467455386,C,3,P
2017-07-01,68702,C,4,L
2017-07-01,1467413591,C,1,P
2017-07-01,1467408609,C,3,P
2017-07-01,1194812289,C,1,P
2017-07-01,1477569176,C,2,P
2017-07-01,1457618480,C,1,P
2017-07-01,1477591709,C,4,P
2017-07-01,73418,C,15,L
2017-07-01,1487805784,C,1,P
2017-07-01,77094,C,5,L
2017-07-01,1487691655,C,1,P
2017-07-01,1053504092,C,2,P
2017-07-01,1194923235,C,1,P
2017-07-01,1780999326,M,2,P
2017-07-01,1952389611,C,1,P
2017-07-01,1487611240,C,3,P
2017-07-01,1487604849,C,1,P
2017-07-01,1053519058,C,1,P
2017-07-01,1790036994,M,1,P
2017-07-01,1477829067,C,1,P
2017-07-01,1477817971,C,5,P
2017-07-01,1790057123,M,1,P
2017-07-01,1477794808,C,1,P
2017-07-01,1952423071,C,3,P
2017-07-01,1790076941,M,1,P
2017-07-01,1477739431,C,1,P
2017-07-01,1891701082,M,2,P
2017-07-01,1477714525,C,1,P
2017-07-01,1477677557,C,4,P
2017-07-01,1477625465,C,3,P
2017-07-01,1053495598,C,2,P
2017-07-01,1457593881,C,1,P
2017-07-01,1457577017,C,2,P
2017-07-01,68542,C,10,L
2017-07-01,1194792119,C,4,P
2017-07-01,1063732105,C,3,P
2017-07-01,1447225842,C,1,P
2017-07-01,1447218201,C,1,P
2017-07-01,1063750933,C,1,P
2017-07-01,1437474061,C,2,P
2017-07-01,1437460789,C,1,P
2017-07-01,1790993699,M,2,P
2017-07-01,1437340668,C,1,P
2017-07-01,1437283470,C,2,P
2017-07-01,1801004825,M,1,P
2017-07-01,1437268174,C,2,P
2017-07-01,1801006119,M,1,P
2017-07-01,1437108321,C,1,P
2017-07-01,1801020334,M,1,P
2017-07-01,1437102571,C,1,P
2017-07-01,1073517835,C,2,P
2017-07-01,1801050331,M,3,P
2017-07-01,1962408047,C,2,P
2017-07-01,1073520979,C,1,P
2017-07-01,1447275250,C,1,P
2017-07-01,1457586208,C,1,P
2017-07-01,1447284658,C,1,P
2017-07-01,1447290168,C,2,P
2017-07-01,1952500936,C,2,P
2017-07-01,1457573974,C,1,P
2017-07-01,1457548307,C,3,P
2017-07-01,1790764272,M,1,P
2017-07-01,1457469629,C,3,P
2017-07-01,1457404279,C,2,P
2017-07-01,1790773877,M,1,P
2017-07-01,1457396608,C,2,P
2017-07-01,1457379422,C,3,P
2017-07-01,1457326936,C,3,P
2017-07-01,1063558682,C,1,P
2017-07-01,1952522732,C,1,P
2017-07-01,1447537865,C,1,P
2017-07-01,1447485966,C,1,P
2017-07-01,1447474978,C,1,P
2017-07-01,1447467170,C,1,P
2017-07-01,1447447933,C,1,P
2017-07-01,1790976363,M,1,P
2017-07-01,1952590705,C,1,P
2017-07-01,1447402896,C,1,P
2017-07-01,1447322052,C,1,P
2017-07-01,1063694552,C,2,P
2017-07-01,1629211982,C,1,P
2017-07-01,1487819769,C,4,P
2017-07-01,1487828646,C,1,P
2017-07-01,1528066495,C,2,P
2017-07-01,1528059227,C,1,P
2017-07-01,1528056389,C,1,P
2017-07-01,1205016060,C,2,P
2017-07-01,1528030848,C,1,P
2017-07-01,62503,C,12,L
2017-07-01,1528027190,C,2,P
2017-07-01,1528023843,C,2,P
2017-07-01,1780774083,M,1,P
2017-07-01,1528022324,C,1,P
2017-07-01,1528001542,C,2,P
2017-07-01,1043531981,C,1,P
2017-07-01,1518953991,C,1,P
2017-07-01,104574,C,13,L
2017-07-01,1518949080,C,4,P
2017-07-01,1518948801,C,1,P
2017-07-01,1942421334,C,3,P
2017-07-01,1942434212,C,2,P
2017-07-01,1518924323,C,1,P
2017-07-01,1780783282,M,1,P
2017-07-01,1518901545,C,1,P
2017-07-01,1528068020,C,1,P
2017-07-01,1053314633,C,2,P
2017-07-01,1043474042,C,6,P
2017-07-01,1528130119,C,1,P
2017-07-01,1538164355,C,3,P
2017-07-01,1780673665,M,1,P
2017-07-01,1043300288,C,2,P
2017-07-01,1538132592,C,1,P
2017-07-01,1043352198,C,2,P
2017-07-01,1942297361,C,1,P
2017-07-01,1538128178,C,3,P
2017-07-01,1538117825,C,3,P
2017-07-01,112540,C,2,L
2017-07-01,1538108774,C,1,P
2017-07-01,1942390869,C,1,P
2017-07-01,1528320918,C,2,P
2017-07-01,1528294436,C,1,P
2017-07-01,1528263043,C,1,P
2017-07-01,1528228541,C,2,P
2017-07-01,1043426521,C,4,P
2017-07-01,1528220597,C,1,P
2017-07-01,1780687152,M,1,P
2017-07-01,1528205515,C,1,P
2017-07-01,1942391784,C,1,P
2017-07-01,1528177714,C,1,P
2017-07-01,1528098720,C,5,P
2017-07-01,1780979609,M,3,P
2017-07-01,1194983122,C,3,P
2017-07-01,1053340521,C,1,P
2017-07-01,1952329062,C,4,P
2017-07-01,1053384461,C,6,P
2017-07-01,1497998520,C,1,P
2017-07-01,1780884874,M,1,P
2017-07-01,1497929319,C,2,P
2017-07-01,1497926737,C,1,P
2017-07-01,77615,C,6,L
2017-07-01,1194938233,C,2,P
2017-07-01,1497797013,C,5,P
2017-07-01,1952341273,C,1,P
2017-07-01,1497778229,C,2,P
2017-07-01,1053413500,C,1,P
2017-07-01,1497739668,C,3,P
2017-07-01,1053419341,C,3,P
2017-07-01,1497724983,C,2,P
2017-07-01,1053432856,C,1,P
2017-07-01,1497717672,C,1,P
2017-07-01,1487971081,C,1,P
2017-07-01,1952375578,C,2,P
2017-07-01,1053450767,C,1,P
2017-07-01,1487903472,C,1,P
2017-07-01,1508029836,C,2,P
2017-07-01,1518256957,C,1,P
2017-07-01,1508048513,C,1,P
2017-07-01,1053372649,C,1,P
2017-07-01,1518182674,C,3,P
2017-07-01,1518170620,C,1,P
2017-07-01,1518165729,C,3,P
2017-07-01,1942434774,C,3,P
2017-07-01,1780817288,M,2,P
2017-07-01,1942445648,C,1,P
2017-07-01,1518057512,C,1,P
2017-07-01,1053352112,C,2,P
2017-07-01,1518042415,C,7,P
2017-07-01,96609,C,19,L
2017-07-01,1053357053,C,2,P
2017-07-01,1891747069,M,1,P
2017-07-01,1508899139,C,1,P
2017-07-01,1053366237,C,2,P
2017-07-01,1508887829,C,1,P
2017-07-01,1952305591,C,2,P
2017-07-01,1780852624,M,4,P
2017-07-01,1508831058,C,2,P
2017-07-01,1508801085,C,1,P
2017-07-01,1508159823,C,3,P
2017-07-01,1952313850,C,1,P
2017-07-01,1508052747,C,2,P
2017-07-01,1427339134,C,2,P
2017-07-01,1629232087,C,3,P
2017-07-01,1629259932,C,1,P
2017-07-01,60410,C,7,L
2017-07-01,1750313904,C,2,P
2017-07-01,1699821009,C,1,P
2017-07-01,1902049646,C,1,P
2017-07-01,1740569789,C,1,P
2017-07-01,1699860585,C,3,P
2017-07-01,1740490655,C,1,P
2017-07-01,1700049194,C,1,P
2017-07-01,1730331380,M,1,P
2017-07-01,1699708081,C,3,P
2017-07-01,1740456136,C,3,P
2017-07-01,1740418631,C,1,P
2017-07-01,1710947858,C,3,P
2017-07-01,1730341702,M,1,P
2017-07-01,1740336718,C,1,P
2017-07-01,1740276484,C,2,P
2017-07-01,1740264654,C,3,P
2017-07-01,60284,C,1,L
2017-07-01,1740211275,C,1,P
2017-07-01,1740200948,C,1,P
2017-07-01,1740430792,C,1,P
2017-07-01,1750329074,C,3,P
2017-07-01,1730245911,M,3,P
2017-07-01,1215060041,C,1,P
2017-07-01,1750543989,C,3,P
2017-07-01,1659505782,C,1,P
2017-07-01,1215129309,C,3,P
2017-07-01,1750542015,C,1,P
2017-07-01,1750515110,C,1,P
2017-07-01,1659558666,C,1,P
2017-07-01,1750511051,C,1,P
2017-07-01,1730199480,M,3,P
2017-07-01,1669435004,C,4,P
2017-07-01,1750426128,C,3,P
2017-07-01,1750383980,C,2,P
2017-07-01,1750383717,C,6,P
2017-07-01,1891995965,C,1,P
2017-07-01,1679542237,C,2,P
2017-07-01,1679556989,C,1,P
2017-07-01,1679559892,C,4,P
2017-07-01,1679561609,C,2,P
2017-07-01,1750370755,C,1,P
2017-07-01,1750367124,C,1,P
2017-07-01,1902025042,C,2,P
2017-07-01,1750353322,C,1,P
2017-07-01,1730516378,C,1,P
2017-07-01,1730499898,C,1,P
2017-07-01,1730368986,M,1,P
2017-07-01,1730410499,C,1,P
2017-07-01,1770561748,C,2,P
2017-07-01,1720219397,C,2,P
2017-07-01,1902876162,C,1,P
2017-07-01,1720209109,C,2,P
2017-07-01,1720193006,C,1,P
2017-07-01,1780663880,C,1,P
2017-07-01,1720173438,C,1,P
2017-07-01,1740340744,M,2,P
2017-07-01,1720087323,C,1,P
2017-07-01,1720003833,C,1,P
2017-07-01,1790904027,C,1,P
2017-07-01,1801011473,C,2,P
2017-07-01,1710982822,C,1,P
2017-07-01,1801809322,C,1,P
2017-07-01,1710958392,C,1,P
2017-07-01,1215027560,C,1,P
2017-07-01,1710941802,C,2,P
2017-07-01,1902886021,C,1,P
2017-07-01,1811935778,C,3,P
2017-07-01,1811941826,C,2,P
2017-07-01,1710920269,C,1,P
2017-07-01,1720240419,C,1,P
2017-07-01,1750582458,C,3,P
2017-07-01,1770559502,C,3,P
2017-07-01,1720273949,C,1,P
2017-07-01,1730370875,C,1,P
2017-07-01,1730370875,M,1,P
2017-07-01,1730341702,C,3,P
2017-07-01,62255,C,1,L
2017-07-01,1730234147,C,1,P
2017-07-01,1730195397,C,1,P
2017-07-01,1902830045,C,1,P
2017-07-01,1750349007,C,1,P
2017-07-01,1730174103,C,2,P
2017-07-01,1730455015,M,1,P
2017-07-01,1730160417,C,1,P
2017-07-01,1902854904,C,1,P
2017-07-01,1730157371,C,1,P
2017-07-01,1730147596,C,2,P
2017-07-01,60276,C,1,L
2017-07-01,1730490152,M,1,P
2017-07-01,1730136953,C,2,P
2017-07-01,1215038112,C,3,P
2017-07-01,1760401657,C,1,P
2017-07-01,1730133190,C,1,P
2017-07-01,1770500639,C,2,P
2017-07-01,1740215292,M,1,P
2017-07-01,60623,C,4,L
2017-07-01,1750593844,C,1,P
2017-07-01,1659304970,C,3,P
2017-07-01,1780819375,C,1,P
2017-07-01,1780819037,C,1,P
2017-07-01,1528090248,C,2,P
2017-07-01,1780816025,C,2,P
2017-07-01,1780812974,C,2,P
2017-07-01,61485,C,3,L
2017-07-01,1780790030,C,1,P
2017-07-01,1538149067,C,2,P
2017-07-01,1538321054,C,2,P
2017-07-01,1780662361,C,1,P
2017-07-01,1548207814,C,2,P
2017-07-01,1720240419,M,2,P
2017-07-01,1902056021,M,1,P
2017-07-01,1720241201,M,1,P
2017-07-01,1780647453,C,2,P
2017-07-01,1548310238,C,2,P
2017-07-01,1548367204,C,1,P
2017-07-01,1780646364,C,2,P
2017-07-01,1558323758,C,2,P
2017-07-01,1558353987,C,2,P
2017-07-01,1780624742,C,1,P
2017-07-01,1891732616,C,2,P
2017-07-01,1780612333,C,2,P
2017-07-01,1720193006,M,1,P
2017-07-01,1215197314,C,1,P
2017-07-01,1477557122,C,1,P
2017-07-01,1790773877,C,4,P
2017-07-01,1891727913,C,2,P
2017-07-01,1790771830,C,2,P
2017-07-01,1790768513,C,1,P
2017-07-01,1720049984,M,1,P
2017-07-01,1487853479,C,2,P
2017-07-01,1790756450,C,4,P
2017-07-01,1720070386,M,2,P
2017-07-01,1497080055,C,2,P
2017-07-01,1902062698,M,1,P
2017-07-01,1720071459,M,3,P
2017-07-01,1790723328,C,2,P
2017-07-01,1790076941,C,2,P
2017-07-01,1790036994,C,1,P
2017-07-01,61577,C,1,L
2017-07-01,1790002590,C,1,P
2017-07-01,1508152471,C,2,P
2017-07-01,1720192545,M,1,P
2017-07-01,1780880526,C,1,P
2017-07-01,1780856971,C,5,P
2017-07-01,1780852624,C,6,P
2017-07-01,1811945231,C,2,P
2017-07-01,61258,C,1,L
2017-07-01,1568417988,C,1,P
2017-07-01,1891824587,C,3,P
2017-07-01,1770506297,C,1,P
2017-07-01,1770504698,C,1,P
2017-07-01,1760588958,C,1,P
2017-07-01,1760519151,C,2,P
2017-07-01,1619088127,C,2,P
2017-07-01,1760489017,C,1,P
2017-07-01,1730169665,M,3,P
2017-07-01,1760458103,C,1,P
2017-07-01,60827,C,35,L
2017-07-01,1760453518,C,1,P
2017-07-01,1891871661,C,5,P
2017-07-01,1760444186,C,3,P
2017-07-01,1891878146,C,1,P
2017-07-01,1750692042,C,1,P
2017-07-01,1750671228,C,1,P
2017-07-01,1639165608,C,1,P
2017-07-01,1639195704,C,2,P
2017-07-01,1750670667,C,1,P
2017-07-01,1750645776,C,1,P
2017-07-01,1750601225,C,2,P
2017-07-01,1770524753,C,1,P
2017-07-01,1770756363,C,2,P
2017-07-01,1770527467,C,3,P
2017-07-01,1770569154,C,1,P
2017-07-01,1720354137,M,2,P
2017-07-01,1770755563,C,1,P
2017-07-01,1891754685,C,5,P
2017-07-01,1770737744,C,1,P
2017-07-01,1568468544,C,1,P
2017-07-01,1568552263,C,1,P
2017-07-01,1770734337,C,2,P
2017-07-01,1891770780,C,4,P
2017-07-01,1770733073,C,1,P
2017-07-01,1578582227,C,1,P
2017-07-01,1770700718,C,1,P
2017-07-01,1578676532,C,4,P
2017-07-01,1770661274,C,1,P
